"","subj","Ordem","Num","item","answer","quest_rt","idade","genero","escolaridade","idioma"
"1167","115","um-todo","SG","5","5",25326,30,"feminino","Sup. Incompleto","sim"
"1168","115","um-todo","PL","10","1",18397,30,"feminino","Sup. Incompleto","sim"
"1169","115","todo-um","PL","8","1",30797,30,"feminino","Sup. Incompleto","sim"
"1170","115","todo-um","SG","3","5",15905,30,"feminino","Sup. Incompleto","sim"
"1171","115","um-todo","SG","1","5",10064,30,"feminino","Sup. Incompleto","sim"
"1172","115","todo-um","PL","12","5",20800,30,"feminino","Sup. Incompleto","sim"
"1173","115","um-todo","SG","9","5",9623,30,"feminino","Sup. Incompleto","sim"
"1174","115","um-todo","PL","6","5",13043,30,"feminino","Sup. Incompleto","sim"
"1175","115","todo-um","PL","4","1",9625,30,"feminino","Sup. Incompleto","sim"
"1176","115","todo-um","SG","7","5",9671,30,"feminino","Sup. Incompleto","sim"
"1177","115","um-todo","PL","2","1",18399,30,"feminino","Sup. Incompleto","sim"
"1178","116","todo-um","SG","6","2",10571,21,"feminino","Sup. Incompleto","sim"
"1179","116","todo-um","SG","2","4",12730,21,"feminino","Sup. Incompleto","sim"
"1180","116","um-todo","PL","1","3",11316,21,"feminino","Sup. Incompleto","sim"
"1181","116","todo-um","PL","3","2",10602,21,"feminino","Sup. Incompleto","sim"
"1182","116","um-todo","SG","4","5",12768,21,"feminino","Sup. Incompleto","sim"
"1183","116","um-todo","SG","8","4",20145,21,"feminino","Sup. Incompleto","sim"
"1184","116","todo-um","PL","7","1",9050,21,"feminino","Sup. Incompleto","sim"
"1185","116","um-todo","PL","9","4",13017,21,"feminino","Sup. Incompleto","sim"
"1186","116","todo-um","SG","10","5",6913,21,"feminino","Sup. Incompleto","sim"
"1187","116","um-todo","SG","12","4",9119,21,"feminino","Sup. Incompleto","sim"
"1188","116","um-todo","PL","5","1",9505,21,"feminino","Sup. Incompleto","sim"
"1189","117","um-todo","SG","7","5",6691,25,"feminino","Sup. Incompleto","sim"
"1190","117","um-todo","PL","8","5",5743,25,"feminino","Sup. Incompleto","sim"
"1191","117","todo-um","PL","2","2",6882,25,"feminino","Sup. Incompleto","sim"
"1192","117","um-todo","PL","4","1",8765,25,"feminino","Sup. Incompleto","sim"
"1193","117","todo-um","PL","10","2",10330,25,"feminino","Sup. Incompleto","sim"
"1194","117","todo-um","SG","1","5",6337,25,"feminino","Sup. Incompleto","sim"
"1195","117","um-todo","PL","12","5",9254,25,"feminino","Sup. Incompleto","sim"
"1196","117","todo-um","SG","5","5",5017,25,"feminino","Sup. Incompleto","sim"
"1197","117","todo-um","PL","6","2",5286,25,"feminino","Sup. Incompleto","sim"
"1198","117","todo-um","SG","9","5",9240,25,"feminino","Sup. Incompleto","sim"
"1199","117","um-todo","SG","3","5",5426,25,"feminino","Sup. Incompleto","sim"
